"Title","Category","Root","Extension","RelativePath","SizeBytes","LastModified"
"命題量化子つき証明述語論理","Research note","Research-memo","md","Research-memo\命題量化子つき証明述語論理.md","1304","2025-09-17T01:58:31"
"命題量化子による複雑性","Research note","Research-memo","md","Research-memo\命題量化子による複雑性.md","245","2025-09-29T14:13:31"
"命題量化子に関する注意","Research note","Research-memo","md","Research-memo\命題量化子に関する注意.md","12408","2025-10-10T11:18:34"
"命題量化子の意味論的解釈","Research note","Research-memo","md","Research-memo\命題量化子の意味論的解釈.md","157","2025-10-11T23:53:36"
"命題量化子付き述語様相論理","Research note","Research-memo","md","Research-memo\命題量化子付き述語様相論理.md","861","2025-09-16T03:04:28"
"命題量化様相論理","Research note","Research-memo","md","Research-memo\命題量化様相論理.md","846","2025-10-30T01:59:34"
"有界算術と様相","Research note","Research-memo","md","Research-memo\有界算術と様相.md","279","2025-10-10T12:08:22"
"様相だけで Q を再現する.","Research note","Research-memo","md","Research-memo\様相だけで Q を再現する..md","466","2026-02-18T11:07:39"
"様相論理と可言及性","Research note","Research-memo","md","Research-memo\様相論理と可言及性.md","902","2025-09-14T00:43:58"
"理論と証明の抽象論","Research note","Research-memo","md","Research-memo\理論と証明の抽象論.md","1298","2026-04-21T03:30:58"
"理論のナンバリング(枚挙)","Research note","Research-memo","md","Research-memo\理論のナンバリング(枚挙).md","0","2025-09-16T06:28:32"
"理論の極限と不完全性定理","Research note","Research-memo","md","Research-memo\理論の極限と不完全性定理.md","7785","2025-10-05T02:29:00"
"流行のシステム","Research note","Research-memo","md","Research-memo\流行のシステム.md","562","2026-02-18T22:12:36"
"量化反映に関するメモ","Research note","Research-memo","md","Research-memo\量化反映に関するメモ.md","468","2025-09-04T11:39:04"
"量化様相命題論理と証明可能性述語","Research note","Research-memo","md","Research-memo\量化様相命題論理と証明可能性述語.md","5642","2025-09-04T14:01:37"
"量化様相論理動物園","Research note","Research-memo","md","Research-memo\量化様相論理動物園.md","71","2025-09-03T21:43:29"
"領域理論","Research note","Research-memo","md","Research-memo\領域理論.md","5986","2026-05-01T05:36:39"
"領域理論と自己言及の分類","Research note","Research-memo","md","Research-memo\領域理論と自己言及の分類.md","594","2026-04-27T21:42:03"
"論理の創発現象","Research note","Research-memo","md","Research-memo\論理の創発現象.md","194","2026-05-14T03:38:20"
"論理的表現空間","Research note","Research-memo","md","Research-memo\論理的表現空間.md","4558","2026-04-26T20:31:53"
"研究テーマ_第二不完全性定理の代数的逆数学; 抽象的証明可能構造(APS)の観点から_Tex","APS/G2/provability","Tex","md","Tex\研究テーマ_第二不完全性定理の代数的逆数学; 抽象的証明可能構造(APS)の観点から_Tex.md","395","2026-04-27T22:20:43"
"PLPQ動物園","Research presentation","研究紹介","md","研究紹介\PLPQ動物園.md","0","2025-10-01T12:07:33"
"研究者紹介","Research presentation","研究紹介","md","研究紹介\研究者紹介.md","724","2025-10-12T01:00:28"
"研究者紹介2","Research presentation","研究紹介","md","研究紹介\研究者紹介2.md","41","2026-02-24T13:10:17"
"研究集会で使いがちなワード集","Research presentation","研究紹介","md","研究紹介\研究集会で使いがちなワード集.md","1723","2026-04-27T05:20:11"
"研究紹介1","Research presentation","研究紹介","md","研究紹介\研究紹介1.md","2728","2025-10-13T00:16:01"
"研究紹介3","Research presentation","研究紹介","md","研究紹介\研究紹介3.md","432","2025-10-04T22:37:56"
"研究紹介4","Research presentation","研究紹介","md","研究紹介\研究紹介4.md","1356","2026-03-11T22:56:26"
"研究紹介5","Research presentation","研究紹介","md","研究紹介\研究紹介5.md","741","2026-04-06T22:25:47"
"研究紹介6","Research presentation","研究紹介","md","研究紹介\研究紹介6.md","359","2026-04-12T00:13:50"
"研究紹介7","Research presentation","研究紹介","md","研究紹介\研究紹介7.md","48","2026-05-06T07:11:53"
"自己研究紹介","Research presentation","研究紹介","md","研究紹介\自己研究紹介.md","1483","2026-04-26T00:59:33"
"自己言及述語は算術的階層の夢をみるか？","Research presentation","研究紹介","md","研究紹介\自己言及述語は算術的階層の夢をみるか？.md","27","2025-10-01T11:36:00"
